drug1,drug2,drug_pair,total_reports,serious_reports,death_reports,hosp_reports,severity_score,death_score,hosp_score,top_reactions,severity,label,source
atenolol,methylprednisolone,atenolol + methylprednisolone,1,1,0,1,1.0,0.0,1.0,influenza|pneumonia,LOW,0,FDA FAERS
atenolol,procrit,atenolol + procrit,1,1,0,1,1.0,0.0,1.0,influenza|pneumonia,LOW,0,FDA FAERS
pantoprazole,procrit,pantoprazole + procrit,1,1,0,1,1.0,0.0,1.0,influenza|pneumonia,LOW,0,FDA FAERS
methylprednisolone,zestril,methylprednisolone + zestril,1,1,0,1,1.0,0.0,1.0,influenza|pneumonia,LOW,0,FDA FAERS
lisinopril,methylprednisolone,lisinopril + methylprednisolone,1,1,0,1,1.0,0.0,1.0,influenza|pneumonia,LOW,0,FDA FAERS
lisinopril,procrit,lisinopril + procrit,1,1,0,1,1.0,0.0,1.0,influenza|pneumonia,LOW,0,FDA FAERS
iron,methylprednisolone,iron + methylprednisolone,1,1,0,1,1.0,0.0,1.0,influenza|pneumonia,LOW,0,FDA FAERS
iron,procrit,iron + procrit,1,1,0,1,1.0,0.0,1.0,influenza|pneumonia,LOW,0,FDA FAERS
iron,pantoprazole,iron + pantoprazole,1,1,0,1,1.0,0.0,1.0,influenza|pneumonia,LOW,0,FDA FAERS
levothyroxine,methylprednisolone,levothyroxine + methylprednisolone,1,1,0,1,1.0,0.0,1.0,influenza|pneumonia,LOW,0,FDA FAERS
levothyroxine,procrit,levothyroxine + procrit,1,1,0,1,1.0,0.0,1.0,influenza|pneumonia,LOW,0,FDA FAERS
allopurinol,methylprednisolone,allopurinol + methylprednisolone,1,1,0,1,1.0,0.0,1.0,influenza|pneumonia,LOW,0,FDA FAERS
atenolol,pantoprazole,atenolol + pantoprazole,1,1,0,1,1.0,0.0,1.0,influenza|pneumonia,LOW,0,FDA FAERS
glimepiride,revlimid,glimepiride + revlimid,1,1,0,1,1.0,0.0,1.0,influenza|pneumonia,LOW,0,FDA FAERS
glimepiride,procrit,glimepiride + procrit,1,1,0,1,1.0,0.0,1.0,influenza|pneumonia,LOW,0,FDA FAERS
glimepiride,plavix,glimepiride + plavix,1,1,0,1,1.0,0.0,1.0,influenza|pneumonia,LOW,0,FDA FAERS
atenolol,glimepiride,atenolol + glimepiride,1,1,0,1,1.0,0.0,1.0,influenza|pneumonia,LOW,0,FDA FAERS
glimepiride,pantoprazole,glimepiride + pantoprazole,1,1,0,1,1.0,0.0,1.0,influenza|pneumonia,LOW,0,FDA FAERS
glimepiride,iron,glimepiride + iron,1,1,0,1,1.0,0.0,1.0,influenza|pneumonia,LOW,0,FDA FAERS
allopurinol,glimepiride,allopurinol + glimepiride,1,1,0,1,1.0,0.0,1.0,influenza|pneumonia,LOW,0,FDA FAERS
fenofibrate,levothyroxine,fenofibrate + levothyroxine,1,1,0,1,1.0,0.0,1.0,influenza|pneumonia,LOW,0,FDA FAERS
fenofibrate,glimepiride,fenofibrate + glimepiride,1,1,0,1,1.0,0.0,1.0,influenza|pneumonia,LOW,0,FDA FAERS
fish oil - vitamin d,glimepiride,fish oil - vitamin d + glimepiride,1,1,0,1,1.0,0.0,1.0,influenza|pneumonia,LOW,0,FDA FAERS
leuprorelin,selara,leuprorelin + selara,1,1,0,1,1.0,0.0,1.0,fibroadenoma of breast|off label use,LOW,0,FDA FAERS
betaseron,methotrexate,betaseron + methotrexate,1,1,1,0,1.0,1.0,0.0,malnutrition|multiple sclerosis|loss of consciousness|weight decreased,LOW,0,FDA FAERS
betaseron,solumedrol,betaseron + solumedrol,1,1,1,0,1.0,1.0,0.0,malnutrition|multiple sclerosis|loss of consciousness|weight decreased,LOW,0,FDA FAERS
methotrexate,solumedrol,methotrexate + solumedrol,1,1,1,0,1.0,1.0,0.0,malnutrition|multiple sclerosis|loss of consciousness|weight decreased,LOW,0,FDA FAERS
betaseron,gilenya,betaseron + gilenya,1,1,1,0,1.0,1.0,0.0,malnutrition|multiple sclerosis|loss of consciousness|weight decreased,LOW,0,FDA FAERS
gilenya,methotrexate,gilenya + methotrexate,1,1,1,0,1.0,1.0,0.0,malnutrition|multiple sclerosis|loss of consciousness|weight decreased,LOW,0,FDA FAERS
glimepiride,zestril,glimepiride + zestril,1,1,0,1,1.0,0.0,1.0,influenza|pneumonia,LOW,0,FDA FAERS
allopurinol,fenofibrate,allopurinol + fenofibrate,1,1,0,1,1.0,0.0,1.0,influenza|pneumonia,LOW,0,FDA FAERS
fenofibrate,zestril,fenofibrate + zestril,1,1,0,1,1.0,0.0,1.0,influenza|pneumonia,LOW,0,FDA FAERS
aspirin,procrit,aspirin + procrit,1,1,0,1,1.0,0.0,1.0,influenza|pneumonia,LOW,0,FDA FAERS
aspirin,zestril,aspirin + zestril,1,1,0,1,1.0,0.0,1.0,influenza|pneumonia,LOW,0,FDA FAERS
fish oil - vitamin d,methylprednisolone,fish oil - vitamin d + methylprednisolone,1,1,0,1,1.0,0.0,1.0,influenza|pneumonia,LOW,0,FDA FAERS
fish oil - vitamin d,revlimid,fish oil - vitamin d + revlimid,1,1,0,1,1.0,0.0,1.0,influenza|pneumonia,LOW,0,FDA FAERS
fish oil - vitamin d,procrit,fish oil - vitamin d + procrit,1,1,0,1,1.0,0.0,1.0,influenza|pneumonia,LOW,0,FDA FAERS
fish oil - vitamin d,plavix,fish oil - vitamin d + plavix,1,1,0,1,1.0,0.0,1.0,influenza|pneumonia,LOW,0,FDA FAERS
glimepiride,methylprednisolone,glimepiride + methylprednisolone,1,1,0,1,1.0,0.0,1.0,influenza|pneumonia,LOW,0,FDA FAERS
fish oil - vitamin d,pantoprazole,fish oil - vitamin d + pantoprazole,1,1,0,1,1.0,0.0,1.0,influenza|pneumonia,LOW,0,FDA FAERS
fish oil - vitamin d,lisinopril,fish oil - vitamin d + lisinopril,1,1,0,1,1.0,0.0,1.0,influenza|pneumonia,LOW,0,FDA FAERS
fish oil - vitamin d,iron,fish oil - vitamin d + iron,1,1,0,1,1.0,0.0,1.0,influenza|pneumonia,LOW,0,FDA FAERS
fish oil - vitamin d,levothyroxine,fish oil - vitamin d + levothyroxine,1,1,0,1,1.0,0.0,1.0,influenza|pneumonia,LOW,0,FDA FAERS
allopurinol,fish oil - vitamin d,allopurinol + fish oil - vitamin d,1,1,0,1,1.0,0.0,1.0,influenza|pneumonia,LOW,0,FDA FAERS
fish oil - vitamin d,zestril,fish oil - vitamin d + zestril,1,1,0,1,1.0,0.0,1.0,influenza|pneumonia,LOW,0,FDA FAERS
fenofibrate,fish oil - vitamin d,fenofibrate + fish oil - vitamin d,1,1,0,1,1.0,0.0,1.0,influenza|pneumonia,LOW,0,FDA FAERS
aspirin,fish oil - vitamin d,aspirin + fish oil - vitamin d,1,1,0,1,1.0,0.0,1.0,influenza|pneumonia,LOW,0,FDA FAERS
atenolol,fish oil - vitamin d,atenolol + fish oil - vitamin d,1,1,0,1,1.0,0.0,1.0,influenza|pneumonia,LOW,0,FDA FAERS
advair,creon,advair + creon,1,1,0,1,1.0,0.0,1.0,lung infection,LOW,0,FDA FAERS
creon,ventoline,creon + ventoline,1,1,0,1,1.0,0.0,1.0,lung infection,LOW,0,FDA FAERS
creon,nasonex,creon + nasonex,1,1,0,1,1.0,0.0,1.0,lung infection,LOW,0,FDA FAERS
depakote,norvasc,depakote + norvasc,1,2,0,0,2.0,0.0,0.0,somnolence|tremor,LOW,0,FDA FAERS
budesonide,ecotrin,budesonide + ecotrin,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
ecotrin,spiriva,ecotrin + spiriva,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
budesonide,spiriva,budesonide + spiriva,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
januvia,losartan,januvia + losartan,1,1,0,0,1.0,0.0,0.0,osteomyelitis,LOW,0,FDA FAERS
budesonide,clotrimazole,budesonide + clotrimazole,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
clotrimazole,spiriva,clotrimazole + spiriva,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
ecotrin,perforomist,ecotrin + perforomist,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
budesonide,perforomist,budesonide + perforomist,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
perforomist,spiriva,perforomist + spiriva,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
clotrimazole,perforomist,clotrimazole + perforomist,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
atorvastatin,ecotrin,atorvastatin + ecotrin,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
atorvastatin,budesonide,atorvastatin + budesonide,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
clotrimazole,ecotrin,clotrimazole + ecotrin,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
beraprost,bosentan,beraprost + bosentan,1,1,1,1,1.0,1.0,1.0,respiratory distress|pulmonary oedema|dyspnoea|pulmonary alveolar haemorrhage|pulmonary veno-occlusive disease,LOW,0,FDA FAERS
bosentan,ciclosporin,bosentan + ciclosporin,1,1,1,1,1.0,1.0,1.0,respiratory distress|pulmonary oedema|dyspnoea|pulmonary alveolar haemorrhage|pulmonary veno-occlusive disease,LOW,0,FDA FAERS
bosentan,cyclophosphamide,bosentan + cyclophosphamide,1,1,1,1,1.0,1.0,1.0,respiratory distress|pulmonary oedema|dyspnoea|pulmonary alveolar haemorrhage|pulmonary veno-occlusive disease,LOW,0,FDA FAERS
neurontin,rebif,neurontin + rebif,1,1,0,1,1.0,0.0,1.0,suicide attempt|antipsychotic drug level below therapeutic|mental disorder|antipsychotic drug level above therapeutic|adverse reaction,LOW,0,FDA FAERS
lithium,rebif,lithium + rebif,1,1,0,1,1.0,0.0,1.0,suicide attempt|antipsychotic drug level below therapeutic|mental disorder|antipsychotic drug level above therapeutic|adverse reaction,LOW,0,FDA FAERS
lithium,neurontin,lithium + neurontin,1,1,0,1,1.0,0.0,1.0,suicide attempt|antipsychotic drug level below therapeutic|mental disorder|antipsychotic drug level above therapeutic|adverse reaction,LOW,0,FDA FAERS
rebif,wellbutrin,rebif + wellbutrin,1,1,0,1,1.0,0.0,1.0,suicide attempt|antipsychotic drug level below therapeutic|mental disorder|antipsychotic drug level above therapeutic|adverse reaction,LOW,0,FDA FAERS
creon,tobi,creon + tobi,1,1,0,1,1.0,0.0,1.0,lung infection,LOW,0,FDA FAERS
ativan,lithium,ativan + lithium,1,1,0,1,1.0,0.0,1.0,suicide attempt|antipsychotic drug level below therapeutic|mental disorder|antipsychotic drug level above therapeutic|adverse reaction,LOW,0,FDA FAERS
ativan,wellbutrin,ativan + wellbutrin,1,1,0,1,1.0,0.0,1.0,suicide attempt|antipsychotic drug level below therapeutic|mental disorder|antipsychotic drug level above therapeutic|adverse reaction,LOW,0,FDA FAERS
advair,tobi,advair + tobi,1,1,0,1,1.0,0.0,1.0,lung infection,LOW,0,FDA FAERS
tobi,ventoline,tobi + ventoline,1,1,0,1,1.0,0.0,1.0,lung infection,LOW,0,FDA FAERS
advair,ventoline,advair + ventoline,1,1,0,1,1.0,0.0,1.0,lung infection,LOW,0,FDA FAERS
nasonex,tobi,nasonex + tobi,1,1,0,1,1.0,0.0,1.0,lung infection,LOW,0,FDA FAERS
advair,nasonex,advair + nasonex,1,1,0,1,1.0,0.0,1.0,lung infection,LOW,0,FDA FAERS
nasonex,ventoline,nasonex + ventoline,1,1,0,1,1.0,0.0,1.0,lung infection,LOW,0,FDA FAERS
ativan,rebif,ativan + rebif,1,1,0,1,1.0,0.0,1.0,suicide attempt|antipsychotic drug level below therapeutic|mental disorder|antipsychotic drug level above therapeutic|adverse reaction,LOW,0,FDA FAERS
diltiazem,lipitor,diltiazem + lipitor,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
clonazepam,ecotrin,clonazepam + ecotrin,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
budesonide,clonazepam,budesonide + clonazepam,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
clonazepam,spiriva,clonazepam + spiriva,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
clonazepam,clotrimazole,clonazepam + clotrimazole,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
clonazepam,perforomist,clonazepam + perforomist,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
atorvastatin,clonazepam,atorvastatin + clonazepam,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
atorvastatin,spiriva,atorvastatin + spiriva,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
clonazepam,diovan,clonazepam + diovan,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
ecotrin,multi-vit,ecotrin + multi-vit,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
budesonide,multi-vit,budesonide + multi-vit,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
multi-vit,spiriva,multi-vit + spiriva,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
clotrimazole,multi-vit,clotrimazole + multi-vit,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
multi-vit,perforomist,multi-vit + perforomist,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
atorvastatin,multi-vit,atorvastatin + multi-vit,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
diltiazem,multi-vit,diltiazem + multi-vit,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
clonazepam,diltiazem,clonazepam + diltiazem,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
atorvastatin,clotrimazole,atorvastatin + clotrimazole,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
atorvastatin,perforomist,atorvastatin + perforomist,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
diltiazem,ecotrin,diltiazem + ecotrin,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
budesonide,diltiazem,budesonide + diltiazem,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
diltiazem,spiriva,diltiazem + spiriva,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
clotrimazole,diltiazem,clotrimazole + diltiazem,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
diltiazem,perforomist,diltiazem + perforomist,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
diovan,ecotrin,diovan + ecotrin,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
lipitor,perforomist,lipitor + perforomist,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
diovan,spiriva,diovan + spiriva,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
clotrimazole,diovan,clotrimazole + diovan,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
diovan,perforomist,diovan + perforomist,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
atorvastatin,diovan,atorvastatin + diovan,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
diltiazem,diovan,diltiazem + diovan,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
ecotrin,lipitor,ecotrin + lipitor,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
budesonide,lipitor,budesonide + lipitor,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
clotrimazole,lipitor,clotrimazole + lipitor,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
budesonide,diovan,budesonide + diovan,1,1,0,1,1.0,0.0,1.0,chronic obstructive pulmonary disease|emphysema|bronchitis|dyspnoea|stress,LOW,0,FDA FAERS
cranberry,zyrtec,cranberry + zyrtec,1,1,0,0,1.0,0.0,0.0,haemoglobin decreased|weight increased,LOW,0,FDA FAERS
allopurinol,super omega-,allopurinol + super omega-,1,1,0,0,1.0,0.0,0.0,haemoglobin decreased|weight increased,LOW,0,FDA FAERS
allopurinol,imodium,allopurinol + imodium,1,1,0,0,1.0,0.0,0.0,haemoglobin decreased|weight increased,LOW,0,FDA FAERS
allopurinol,cranberry,allopurinol + cranberry,1,1,0,0,1.0,0.0,0.0,haemoglobin decreased|weight increased,LOW,0,FDA FAERS
celebrex,super omega-,celebrex + super omega-,1,1,0,0,1.0,0.0,0.0,haemoglobin decreased|weight increased,LOW,0,FDA FAERS
celebrex,metoprolol,celebrex + metoprolol,1,1,0,0,1.0,0.0,0.0,haemoglobin decreased|weight increased,LOW,0,FDA FAERS
celebrex,lasix,celebrex + lasix,1,1,0,0,1.0,0.0,0.0,haemoglobin decreased|weight increased,LOW,0,FDA FAERS
azathioprine,bosentan,azathioprine + bosentan,1,1,1,1,1.0,1.0,1.0,respiratory distress|pulmonary oedema|dyspnoea|pulmonary alveolar haemorrhage|pulmonary veno-occlusive disease,LOW,0,FDA FAERS
celebrex,cranberry,celebrex + cranberry,1,1,0,0,1.0,0.0,0.0,haemoglobin decreased|weight increased,LOW,0,FDA FAERS
celebrex,zyrtec,celebrex + zyrtec,1,1,0,0,1.0,0.0,0.0,haemoglobin decreased|weight increased,LOW,0,FDA FAERS
super omega-,zantac,super omega- + zantac,1,1,0,0,1.0,0.0,0.0,haemoglobin decreased|weight increased,LOW,0,FDA FAERS
imodium,zantac,imodium + zantac,1,1,0,0,1.0,0.0,0.0,haemoglobin decreased|weight increased,LOW,0,FDA FAERS
cranberry,zantac,cranberry + zantac,1,1,0,0,1.0,0.0,0.0,haemoglobin decreased|weight increased,LOW,0,FDA FAERS
zantac,zyrtec,zantac + zyrtec,1,1,0,0,1.0,0.0,0.0,haemoglobin decreased|weight increased,LOW,0,FDA FAERS
allopurinol,zantac,allopurinol + zantac,1,1,0,0,1.0,0.0,0.0,haemoglobin decreased|weight increased,LOW,0,FDA FAERS
celebrex,zantac,celebrex + zantac,1,1,0,0,1.0,0.0,0.0,haemoglobin decreased|weight increased,LOW,0,FDA FAERS
celebrex,imodium,celebrex + imodium,1,1,0,0,1.0,0.0,0.0,haemoglobin decreased|weight increased,LOW,0,FDA FAERS
multihance,prohance,multihance + prohance,1,1,0,0,1.0,0.0,0.0,nephrogenic systemic fibrosis,LOW,0,FDA FAERS
metoprolol,super omega-,metoprolol + super omega-,1,1,0,0,1.0,0.0,0.0,haemoglobin decreased|weight increased,LOW,0,FDA FAERS
jakafi,super omega-,jakafi + super omega-,1,1,0,0,1.0,0.0,0.0,haemoglobin decreased|weight increased,LOW,0,FDA FAERS
plavix,super omega-,plavix + super omega-,1,1,0,0,1.0,0.0,0.0,haemoglobin decreased|weight increased,LOW,0,FDA FAERS
lasix,super omega-,lasix + super omega-,1,1,0,0,1.0,0.0,0.0,haemoglobin decreased|weight increased,LOW,0,FDA FAERS
imodium,super omega-,imodium + super omega-,1,1,0,0,1.0,0.0,0.0,haemoglobin decreased|weight increased,LOW,0,FDA FAERS
imodium,metoprolol,imodium + metoprolol,1,1,0,0,1.0,0.0,0.0,haemoglobin decreased|weight increased,LOW,0,FDA FAERS
imodium,jakafi,imodium + jakafi,1,1,0,0,1.0,0.0,0.0,haemoglobin decreased|weight increased,LOW,0,FDA FAERS
imodium,zyrtec,imodium + zyrtec,1,1,0,0,1.0,0.0,0.0,haemoglobin decreased|weight increased,LOW,0,FDA FAERS
imodium,lasix,imodium + lasix,1,1,0,0,1.0,0.0,0.0,haemoglobin decreased|weight increased,LOW,0,FDA FAERS
cranberry,super omega-,cranberry + super omega-,1,1,0,0,1.0,0.0,0.0,haemoglobin decreased|weight increased,LOW,0,FDA FAERS
cranberry,metoprolol,cranberry + metoprolol,1,1,0,0,1.0,0.0,0.0,haemoglobin decreased|weight increased,LOW,0,FDA FAERS
cranberry,jakafi,cranberry + jakafi,1,1,0,0,1.0,0.0,0.0,haemoglobin decreased|weight increased,LOW,0,FDA FAERS
cranberry,plavix,cranberry + plavix,1,1,0,0,1.0,0.0,0.0,haemoglobin decreased|weight increased,LOW,0,FDA FAERS
cranberry,lasix,cranberry + lasix,1,1,0,0,1.0,0.0,0.0,haemoglobin decreased|weight increased,LOW,0,FDA FAERS
cranberry,imodium,cranberry + imodium,1,1,0,0,1.0,0.0,0.0,haemoglobin decreased|weight increased,LOW,0,FDA FAERS
super omega-,zyrtec,super omega- + zyrtec,1,1,0,0,1.0,0.0,0.0,haemoglobin decreased|weight increased,LOW,0,FDA FAERS
imodium,plavix,imodium + plavix,1,1,0,0,1.0,0.0,0.0,haemoglobin decreased|weight increased,LOW,0,FDA FAERS
aspirin,ciprodex,aspirin + ciprodex,1,2,0,0,2.0,0.0,0.0,rash|dyspnoea,LOW,0,FDA FAERS
methylprednisolone,mizoribine,methylprednisolone + mizoribine,1,1,1,1,1.0,1.0,1.0,respiratory distress|pulmonary oedema|dyspnoea|pulmonary alveolar haemorrhage|pulmonary veno-occlusive disease,LOW,0,FDA FAERS
mizoribine,prednisolone,mizoribine + prednisolone,1,1,1,1,1.0,1.0,1.0,respiratory distress|pulmonary oedema|dyspnoea|pulmonary alveolar haemorrhage|pulmonary veno-occlusive disease,LOW,0,FDA FAERS
azathioprine,mizoribine,azathioprine + mizoribine,1,1,1,1,1.0,1.0,1.0,respiratory distress|pulmonary oedema|dyspnoea|pulmonary alveolar haemorrhage|pulmonary veno-occlusive disease,LOW,0,FDA FAERS
beraprost,methylprednisolone,beraprost + methylprednisolone,1,1,1,1,1.0,1.0,1.0,respiratory distress|pulmonary oedema|dyspnoea|pulmonary alveolar haemorrhage|pulmonary veno-occlusive disease,LOW,0,FDA FAERS
beraprost,mizoribine,beraprost + mizoribine,1,1,1,1,1.0,1.0,1.0,respiratory distress|pulmonary oedema|dyspnoea|pulmonary alveolar haemorrhage|pulmonary veno-occlusive disease,LOW,0,FDA FAERS
beraprost,prednisolone,beraprost + prednisolone,1,1,1,1,1.0,1.0,1.0,respiratory distress|pulmonary oedema|dyspnoea|pulmonary alveolar haemorrhage|pulmonary veno-occlusive disease,LOW,0,FDA FAERS
apexicon,menest,apexicon + menest,1,2,0,0,2.0,0.0,0.0,rash|dyspnoea,LOW,0,FDA FAERS
ciclosporin,mizoribine,ciclosporin + mizoribine,1,1,1,1,1.0,1.0,1.0,respiratory distress|pulmonary oedema|dyspnoea|pulmonary alveolar haemorrhage|pulmonary veno-occlusive disease,LOW,0,FDA FAERS
beraprost,ciclosporin,beraprost + ciclosporin,1,1,1,1,1.0,1.0,1.0,respiratory distress|pulmonary oedema|dyspnoea|pulmonary alveolar haemorrhage|pulmonary veno-occlusive disease,LOW,0,FDA FAERS
cyclophosphamide,methylprednisolone,cyclophosphamide + methylprednisolone,1,1,1,1,1.0,1.0,1.0,respiratory distress|pulmonary oedema|dyspnoea|pulmonary alveolar haemorrhage|pulmonary veno-occlusive disease,LOW,0,FDA FAERS
cyclophosphamide,mizoribine,cyclophosphamide + mizoribine,1,1,1,1,1.0,1.0,1.0,respiratory distress|pulmonary oedema|dyspnoea|pulmonary alveolar haemorrhage|pulmonary veno-occlusive disease,LOW,0,FDA FAERS
azathioprine,cyclophosphamide,azathioprine + cyclophosphamide,1,1,1,1,1.0,1.0,1.0,respiratory distress|pulmonary oedema|dyspnoea|pulmonary alveolar haemorrhage|pulmonary veno-occlusive disease,LOW,0,FDA FAERS
beraprost,cyclophosphamide,beraprost + cyclophosphamide,1,1,1,1,1.0,1.0,1.0,respiratory distress|pulmonary oedema|dyspnoea|pulmonary alveolar haemorrhage|pulmonary veno-occlusive disease,LOW,0,FDA FAERS
bosentan,methylprednisolone,bosentan + methylprednisolone,1,1,1,1,1.0,1.0,1.0,respiratory distress|pulmonary oedema|dyspnoea|pulmonary alveolar haemorrhage|pulmonary veno-occlusive disease,LOW,0,FDA FAERS
bosentan,mizoribine,bosentan + mizoribine,1,1,1,1,1.0,1.0,1.0,respiratory distress|pulmonary oedema|dyspnoea|pulmonary alveolar haemorrhage|pulmonary veno-occlusive disease,LOW,0,FDA FAERS
azathioprine,beraprost,azathioprine + beraprost,1,1,1,1,1.0,1.0,1.0,respiratory distress|pulmonary oedema|dyspnoea|pulmonary alveolar haemorrhage|pulmonary veno-occlusive disease,LOW,0,FDA FAERS
apexicon,synthroid,apexicon + synthroid,1,2,0,0,2.0,0.0,0.0,rash|dyspnoea,LOW,0,FDA FAERS
menest,synthroid,menest + synthroid,1,2,0,0,2.0,0.0,0.0,rash|dyspnoea,LOW,0,FDA FAERS
